Invoice_No,Payment_Value,Payment_Date,DSO_Days
INV000729,1241281.11,2025-08-19,0
INV000730,967364.85,2025-10-08,45
INV000731,2023146.95,2025-08-16,0
INV000732,1264360.59,2025-08-24,0
INV000733,1571471.38,2025-08-21,0
INV000734,827118.15,2025-08-06,0
INV000735,1695623.25,2025-08-14,0
INV000736,750748.57,2025-09-06,15
INV000737,626549.12,2025-08-18,0
INV000738,618463.34,2025-08-22,0
INV000739,744594.82,2025-09-16,30
INV000740,337482.0,2025-08-24,0
INV000741,506920.58,2025-08-10,0
INV000742,163990.96,2025-08-09,0
INV000743,148894.51,2025-08-16,0
INV000744,284128.79,2025-09-21,30
INV000745,224191.37,2025-08-09,0
INV000746,285378.85,2025-08-18,0
INV000747,174535.13,2025-08-05,0
INV000748,237777.57,2025-09-02,15
INV000749,229898.62,2025-08-18,0
INV000750,235596.52,2025-08-24,0
INV000751,165151.93,2025-08-17,0
INV000752,223584.68,2025-08-12,0
INV000753,1455797.62,2025-08-09,0
INV000754,510581.15,2025-08-25,0
INV000755,678829.12,2025-08-05,0
INV000756,449861.49,2025-08-23,0
INV000757,406041.46,2025-08-02,0
INV000758,308968.66,2025-08-17,0
INV000759,428882.06,2025-09-28,45
INV000760,411874.7,2025-08-17,0
INV000761,260751.46,2025-08-14,0
INV000762,485836.98,2025-08-03,0
INV000763,842819.85,2025-08-27,15
INV000764,414432.83,2025-08-01,0
INV000765,780204.79,2025-08-23,0
INV000766,762434.44,2025-08-23,0
INV000767,279667.95,2025-09-07,15
INV000768,781234.35,2025-10-25,60
INV000769,385300.79,2025-08-17,0
INV000770,422827.17,2025-08-06,0
INV000771,227629.85,2025-09-29,45
INV000772,409627.68,2025-09-06,30
INV000773,201540.56,2025-09-20,30
INV000774,253963.14,2025-09-22,45
INV000775,57917.79,2025-08-09,0
INV000776,442823.81,2025-08-27,0
INV000777,183162.15,2025-10-23,60
INV000778,385824.48,2025-09-01,15
INV000779,57799.29,2025-08-13,0
INV000780,153490.81,2025-08-20,0
INV000781,357390.84,2025-08-31,15
INV000782,821553.71,2025-08-21,0
INV000783,250394.62,2025-08-07,0
INV000784,150219.36,2025-09-20,30
INV000785,842291.73,2025-08-07,0
INV000786,140975.75,2025-09-13,30
INV000787,192269.43,2025-08-03,0
INV000788,271083.09,2025-08-01,0
INV000789,250128.21,2025-09-20,0
INV000790,141860.35,2025-09-19,15
INV000791,207083.47,2025-10-19,30
INV000792,122529.33,2025-10-17,45
INV000793,185349.76,2025-09-27,0
INV000794,325361.2,2025-09-05,0
INV000795,370433.92,2025-10-03,15
INV000796,173571.05,2025-10-09,15
INV000797,287359.18,2025-09-27,0
INV000798,84015.51,2025-09-06,0
INV000799,163027.08,2025-09-11,0
INV000800,377493.08,2025-09-16,0
INV000801,844505.54,2025-09-20,0
INV000802,444210.63,2025-10-27,30
INV000803,802601.66,2025-10-18,30
INV000804,588115.57,2025-12-22,90
INV000805,548069.58,2025-09-04,0
INV000806,1544608.51,2025-09-13,0
INV000807,1501388.7,2025-09-21,0
INV000808,346587.15,2025-10-08,15
INV000809,1509429.66,2025-09-20,0
INV000810,1051870.88,2025-10-23,45
INV000811,910399.02,2025-09-12,0
INV000812,878363.88,2025-10-24,30
INV000813,289328.58,2025-09-16,0
INV000814,385050.68,2025-09-19,0
INV000815,791721.35,2025-09-23,15
INV000816,347777.01,2025-09-03,0
INV000817,196631.14,2025-10-28,45
INV000818,88005.22,2025-09-17,0
INV000819,436080.51,2025-09-15,0
INV000820,209640.54,2025-09-17,0
INV000821,82346.32,2025-09-13,0
INV000822,314717.27,2025-10-10,15
INV000823,882462.46,2025-11-30,90
INV000824,854608.14,2025-09-12,0
INV000825,300900.9,2025-09-05,0
INV000826,391296.96,2025-09-26,0
INV000827,160031.93,2025-09-25,0
INV000828,245851.0,2025-10-15,30
INV000829,250443.37,2025-10-08,30
INV000830,266708.86,2025-09-22,0
INV000831,1018766.86,2025-09-02,0
INV000832,652605.74,2025-09-13,0
INV000833,488192.35,2025-09-21,0
INV000834,843486.72,2025-09-12,0
INV000835,776867.14,2025-10-07,30
INV000836,491459.85,2025-09-10,0
INV000837,405980.76,2025-10-05,30
INV000838,439787.81,2025-09-06,0
INV000839,231708.32,2025-09-06,0
INV000840,618820.64,2025-09-26,0
INV000841,700404.51,2025-10-26,30
INV000842,684150.14,2025-09-06,0
INV000843,806729.61,2025-10-16,45
INV000844,337651.2,2025-09-21,0
INV000845,160094.9,2025-09-23,15
INV000846,351619.74,2025-09-08,0
INV000847,172112.18,2025-09-17,0
INV000848,552939.54,2025-09-06,0
INV000849,270614.42,2025-09-17,0
INV000850,472089.49,2025-09-21,0
INV000851,603698.99,2025-09-16,0
INV000852,496470.41,2025-09-12,0
INV000853,795372.0,2025-11-11,60
INV000854,1714403.09,2025-09-02,0
INV000855,1358389.57,2025-09-27,15
INV000856,1241279.66,2025-09-18,15
INV000857,980564.17,2025-10-02,30
INV000858,1224635.06,2025-09-18,15
INV000859,519281.2,2025-09-12,0
INV000860,613922.55,2025-10-05,30
INV000861,1454392.02,2025-09-22,0
INV000862,362725.05,2025-09-27,0
INV000863,797963.33,2025-09-16,0
INV000864,372511.03,2025-09-30,15
INV000865,1043887.25,2025-09-10,0
INV000866,1195789.88,2025-09-17,0
INV000867,403037.29,2025-09-11,0
INV000868,398198.28,2025-09-11,0
INV000869,404244.91,2025-10-22,45
INV000870,220896.46,2025-09-16,0
INV000871,227691.86,2025-09-17,15
INV000872,141140.41,2025-10-21,30
INV000873,177607.36,2025-10-06,15
INV000874,239096.06,2025-09-27,0
INV000875,51526.65,2025-09-17,15
INV000876,97170.03,2025-11-04,60
INV000877,202096.12,2025-11-03,45
INV000878,278622.71,2025-09-01,0
INV000879,205713.82,2025-10-27,45
INV000880,460215.52,2025-09-16,15
INV000881,340526.63,2025-09-01,0
INV000882,1043694.47,2025-10-25,30
INV000883,943327.86,2025-09-23,0
INV000884,753835.59,2025-10-07,30
INV000885,1112230.87,2025-09-24,0
INV000886,499276.5,2025-09-24,0
INV000887,768588.2,2025-09-10,0
INV000888,987204.52,2025-09-21,0
INV000889,972324.47,2025-11-01,45
INV000890,1122529.17,2025-09-23,0
INV000891,964571.55,2025-09-19,0
INV000892,566373.36,2025-09-09,0
INV000893,601032.24,2025-10-05,30
INV000894,1031519.41,2025-10-08,15
INV000895,297034.62,2025-09-15,0
INV000896,572726.85,2025-09-18,0
INV000897,1166699.56,2025-09-25,0
INV000898,214261.45,2025-09-16,15
INV000899,357996.7,2025-10-01,15
INV000900,434729.54,2025-09-20,0
INV000901,168795.34,2025-09-16,0
INV000902,309518.38,2025-09-05,0
INV000903,236018.54,2025-10-05,15
INV000904,210568.43,2025-09-02,0
INV000905,396182.03,2025-09-15,0
INV000906,495054.93,2025-09-04,0
INV000907,140425.83,2025-09-08,0
INV000908,237444.94,2025-10-17,30
INV000909,209280.09,2025-09-18,0
INV000910,1170163.96,2025-09-23,0
INV000911,1874856.87,2025-09-05,0
INV000912,718004.01,2025-10-03,30
INV000913,1056916.03,2025-09-22,15
INV000914,542943.95,2025-09-13,0
INV000915,960836.09,2025-09-19,0
INV000916,380979.72,2025-09-22,0
INV000917,810086.55,2025-09-19,0
INV000918,1583034.94,2025-09-04,0
INV000919,1002873.81,2025-09-22,0
INV000920,456082.17,2025-10-08,15
INV000921,630495.65,2025-09-19,0
INV000922,665771.16,2025-10-11,30
INV000923,634586.45,2025-09-21,0
INV000924,591574.58,2025-09-24,0
INV000925,135331.97,2025-11-11,45
INV000926,519081.24,2025-09-24,0
INV000927,320833.36,2025-09-05,0
INV000928,65144.63,2025-10-03,30
INV000929,341355.66,2025-09-19,15
INV000930,51111.01,2025-09-13,0
INV000931,171072.19,2025-09-06,0
INV000932,189347.34,2025-11-15,60
INV000933,1083295.77,2025-09-08,0
INV000934,1198626.09,2025-09-04,0
INV000935,485706.42,2025-09-26,0
INV000936,752666.31,2025-09-07,0
INV000937,553887.84,2025-09-20,0
INV000938,349324.44,2025-09-18,0
INV000939,617254.18,2025-09-22,0
INV000940,288228.97,2025-09-05,0
INV000941,649053.27,2025-10-02,30
INV000942,1000564.17,2025-09-24,0
INV000943,391196.57,2025-10-19,45
INV000944,1089939.94,2025-09-13,0
INV000945,173175.66,2025-09-24,0
INV000946,225269.76,2025-09-27,0
INV000947,454857.26,2025-10-04,30
INV000948,169191.52,2025-09-26,0
INV000949,121866.25,2025-09-19,0
INV000950,560379.81,2025-09-09,0
INV000951,205157.29,2025-10-15,30
INV000952,562008.28,2025-10-01,30
INV000953,543135.45,2025-09-20,0
INV000954,578192.13,2025-10-19,30
INV000955,365068.26,2025-10-20,30
INV000956,800207.13,2025-09-03,0
INV000957,724849.17,2025-10-08,30
INV000958,563641.88,2025-09-13,0
INV000959,1005787.04,2025-10-13,30
INV000960,257040.24,2025-09-03,0
INV000961,170625.88,2025-09-23,0
INV000962,277715.42,2025-09-11,0
INV000963,321822.7,2025-09-28,15
INV000964,570569.66,2025-10-13,30
INV000965,748621.34,2025-10-29,45
INV000966,520339.65,2025-09-23,0
INV000967,257349.41,2025-09-18,0
INV000968,739411.57,2025-09-11,0
INV000969,749263.03,2025-09-26,0
INV000970,224912.79,2025-11-23,60
INV000971,96792.87,2025-10-07,15
INV000972,90512.19,2025-09-18,0
INV000973,107102.97,2025-10-06,15
INV000974,537834.63,2025-09-06,0
INV000975,499987.03,2025-09-25,0
INV000976,321696.37,2025-10-21,30
INV000977,283098.49,2025-10-21,45
INV000978,451803.54,2025-09-01,0
INV000979,625756.57,2025-09-23,0
INV000980,481401.47,2025-09-27,0
INV000981,1177360.71,2025-09-21,0
INV000982,889215.62,2025-09-07,0
INV000983,767170.79,2025-09-13,0
INV000984,1527916.68,2025-09-24,0
INV000985,1684626.27,2025-09-20,0
INV000986,1347571.73,2025-09-25,0
INV000987,569602.24,2025-10-14,30
INV000988,1117670.35,2025-09-22,15
INV000989,1199022.7,2025-09-19,0
INV000990,435657.34,2025-09-07,0
INV000991,1154893.26,2025-09-20,0
INV000992,512087.4,2025-09-11,0
INV000993,540664.2,2025-09-17,0
INV000994,368578.0,2025-09-24,0
INV000995,790092.49,2025-09-16,15
INV000996,546525.33,2025-11-10,60
INV000997,683336.41,2025-11-10,45
INV000998,945723.96,2025-09-19,0
INV000999,72741.37,2025-09-26,0
INV001000,71085.63,2025-09-12,0
INV001001,131330.63,2025-09-21,0
INV001002,233545.36,2025-11-07,45
INV001003,231328.67,2025-09-17,15
INV001004,237213.53,2025-09-08,0
INV001005,260277.06,2025-09-09,0
INV001006,291954.58,2025-10-01,15
INV001007,119071.99,2025-11-18,60
INV001008,271299.75,2025-09-02,0
INV001009,1092295.71,2025-10-09,15
INV001010,202903.98,2025-10-03,15
INV001011,1211142.43,2025-09-20,15
INV001012,858941.52,2025-09-23,15
INV001013,231920.04,2025-09-21,0
INV001014,1106047.73,2025-09-06,0
INV001015,994363.55,2025-09-13,0
INV001016,696854.91,2025-09-03,0
INV001017,814563.34,2025-09-12,0
INV001018,714279.68,2025-10-02,30
INV001019,1084822.41,2025-09-05,0
INV001020,1251634.1,2025-09-07,0
INV001021,1301744.5,2025-10-25,30
INV001022,1272430.8,2025-09-11,0
INV001023,657125.98,2025-09-17,0
INV001024,375365.68,2025-09-01,0
INV001025,276356.35,2025-10-02,15
INV001026,529405.45,2025-09-17,0
INV001027,207442.63,2025-09-28,15
INV001028,184180.83,2025-09-09,0
INV001029,127548.53,2025-10-25,45
INV001030,114772.2,2025-09-23,0
INV001031,170198.32,2025-09-24,0
INV001032,1871346.67,2025-09-04,0
INV001033,679077.91,2025-09-07,0
INV001034,1780077.22,2025-09-01,0
INV001035,1413823.66,2025-10-18,30
INV001036,478591.96,2025-09-08,0
INV001037,1588553.95,2025-09-20,0
INV001038,302401.26,2025-09-17,15
INV001039,1372141.16,2025-09-25,0
INV001040,223468.33,2025-12-08,90
INV001041,527070.37,2025-09-22,15
INV001042,319984.81,2025-09-13,0
INV001043,354279.67,2025-09-04,0
INV001044,669490.41,2025-09-30,15
INV001045,640049.54,2025-09-26,0
INV001046,631742.69,2025-09-01,0
INV001047,529346.14,2025-10-04,30
INV001048,236670.87,2025-09-13,0
INV001049,109960.38,2025-09-03,0
INV001050,336114.09,2025-09-23,0
INV001051,184033.72,2025-09-24,15
INV001052,155734.66,2025-09-01,0
INV001053,357712.56,2025-09-17,0
INV001054,359302.03,2025-09-17,0
INV001055,393620.71,2025-09-03,0
INV001056,277129.33,2025-10-17,30
INV001057,1454464.19,2025-09-03,0
INV001058,1145670.53,2025-09-18,0
INV001059,950786.06,2025-10-23,30
INV001060,953016.68,2025-09-15,0
INV001061,866659.92,2025-10-01,15
INV001062,675792.0,2025-09-18,0
INV001063,542031.76,2025-10-03,15
INV001064,948429.91,2025-10-15,30
INV001065,798655.44,2025-09-01,0
INV001066,1112034.28,2025-10-15,30
INV001067,491917.91,2025-09-11,0
INV001068,296050.5,2025-09-06,0
INV001069,389486.73,2025-10-01,15
INV001070,332668.76,2025-09-22,0
INV001071,108109.57,2025-09-05,0
INV001072,509073.62,2025-10-07,30
INV001073,313047.8,2025-09-21,15
INV001074,344234.5,2025-10-16,45
INV001075,184155.58,2025-09-24,15
INV001076,184528.24,2025-12-07,90
INV001077,369326.44,2025-09-18,0
INV001078,186431.99,2025-10-10,15
INV001079,105819.3,2025-10-03,30
INV001080,578424.71,2025-09-22,0
INV001081,197439.41,2025-09-03,0
INV001082,484434.13,2025-09-16,15
INV001083,459767.2,2025-09-23,15
INV001084,479598.57,2025-10-12,15
INV001085,816619.54,2025-09-02,0
INV001086,802628.62,2025-10-02,15
INV001087,318711.4,2025-09-03,0
INV001088,653509.44,2025-09-22,15
INV001089,949963.12,2025-10-09,15
INV001090,608146.39,2025-10-08,15
INV001091,829351.5,2025-09-20,0
INV001092,674620.06,2025-09-27,0
INV001093,406082.28,2025-09-25,0
INV001094,535281.59,2025-09-30,15
INV001095,435016.22,2025-09-21,0
INV001096,785479.42,2025-09-01,0
INV001097,410408.33,2025-09-21,15
INV001098,105872.14,2025-09-01,0
INV001099,410728.79,2025-11-14,60
INV001100,497076.93,2025-09-21,0
INV001101,317531.99,2025-09-07,0
INV001102,638171.93,2025-09-02,0
INV001103,285783.77,2025-09-01,0
INV001104,187136.33,2025-11-11,45
INV001105,233011.44,2025-09-22,0
INV001106,151949.82,2025-09-06,0
INV001107,899262.59,2025-11-25,60
INV001108,1796171.47,2025-09-27,15
INV001109,593084.13,2025-09-27,0
INV001110,1591478.08,2025-09-09,0
INV001111,687072.48,2025-09-01,0
INV001112,1839687.29,2025-09-03,0
INV001113,890762.9,2025-10-28,45
INV001114,1087831.41,2025-09-26,0
INV001115,954713.76,2025-09-04,0
INV001116,804179.63,2025-10-13,30
INV001117,681947.1,2025-09-22,0
INV001118,786008.12,2025-09-07,0
INV001119,766526.07,2025-10-11,15
INV001120,791035.34,2025-09-19,0
INV001121,432412.62,2025-09-18,0
INV001122,344066.66,2025-10-24,30
INV001123,238210.58,2025-09-13,0
INV001124,82770.66,2025-09-22,0
INV001125,280728.63,2025-10-05,15
INV001126,263932.22,2025-09-06,0
INV001127,220957.11,2025-10-12,15
INV001128,100330.44,2025-09-10,0
INV001129,326597.2,2025-10-22,30
INV001130,46904.66,2025-09-05,0
INV001131,42916.78,2025-09-10,0
INV001132,91153.43,2025-09-26,15
INV001133,112403.86,2025-09-11,0
INV001134,762966.88,2025-09-15,0
INV001135,933146.06,2025-09-10,0
INV001136,839646.36,2025-09-27,0
INV001137,904463.71,2025-10-11,15
INV001138,261258.55,2025-10-08,15
INV001139,415562.72,2025-09-22,0
INV001140,203324.27,2025-09-03,0
INV001141,299398.66,2025-11-20,60
INV001142,888446.97,2025-09-10,0
INV001143,703554.63,2025-09-23,0
INV001144,796000.41,2025-09-08,0
INV001145,244990.36,2025-09-30,15
INV001146,1131353.63,2025-09-06,0
INV001147,549385.64,2025-09-02,0
INV001148,1112648.86,2025-10-08,15
INV001149,890734.79,2025-09-11,0
INV001150,356189.74,2025-09-20,15
INV001151,768868.23,2025-09-04,0
INV001152,357274.71,2025-10-03,15
INV001153,871868.86,2025-09-25,0
INV001154,714095.81,2025-09-22,0
INV001155,183325.24,2025-09-09,0
INV001156,485652.51,2025-10-09,15
INV001157,236175.22,2025-09-30,15
INV001158,111799.1,2025-10-12,30
INV001159,312296.16,2025-10-21,45
INV001160,432342.43,2025-09-04,0
INV001161,191671.2,2025-09-20,0
INV001162,76220.76,2025-09-04,0
INV001163,216383.01,2025-09-01,0
INV001164,418021.63,2025-09-13,0
INV001165,134883.47,2025-10-25,30
INV001166,1575945.69,2025-09-17,15
INV001167,687799.06,2025-12-11,90
INV001168,324555.59,2025-10-21,30
INV001169,680999.84,2025-10-07,30
INV001170,1730963.84,2025-09-17,0
INV001171,691573.48,2025-09-30,15
INV001172,1859062.92,2025-09-15,0
INV001173,429039.05,2025-09-20,0
INV001174,1658780.57,2025-09-20,15
INV001175,1059968.73,2025-09-08,0
INV001176,909436.25,2025-11-15,60
INV001177,272750.32,2025-09-04,0
INV001178,360985.52,2025-11-08,45
INV001179,445632.88,2025-09-10,0
INV001180,347220.41,2025-09-09,0
INV001181,537778.26,2025-09-15,0
INV001182,549399.65,2025-09-02,0
INV001183,500150.84,2025-09-27,0
INV001184,305668.07,2025-09-28,15
INV001185,634328.85,2025-10-01,30
INV001186,101597.85,2025-09-04,0
INV001187,147742.08,2025-10-12,15
INV001188,159525.5,2025-09-03,0
INV001189,155458.44,2025-09-21,15
INV001190,159124.9,2025-11-03,45
INV001191,232566.45,2025-10-19,30
INV001192,39526.24,2025-09-01,0
INV001193,95132.83,2025-09-06,0
INV001194,64749.37,2025-10-04,15
INV001195,683956.38,2025-12-12,90
INV001196,1278875.14,2025-09-18,0
INV001197,325859.63,2025-09-16,0
INV001198,922826.72,2025-10-06,30
INV001199,1184358.18,2025-09-04,0
INV001200,153605.69,2025-09-11,0
INV001201,166977.56,2025-09-26,0
INV001202,88342.63,2025-12-03,90
INV001203,603619.23,2025-10-20,45
INV001204,557413.21,2025-10-02,15
INV001205,418017.73,2025-09-14,0
INV001206,451454.4,2025-09-27,0
INV001207,232428.36,2025-10-22,30
INV001208,322742.52,2025-10-06,15
INV001209,340548.91,2025-09-15,0
INV001210,105780.33,2025-09-03,0
INV001211,63017.28,2025-10-01,15
INV001212,77490.72,2025-10-31,45
INV001213,161964.0,2025-10-02,30
INV001214,149446.47,2025-11-03,45
INV001215,393970.27,2025-09-27,0
INV001216,362253.3,2025-09-21,0
INV001217,421147.85,2025-11-02,45
INV001218,503276.73,2025-09-22,15
INV001219,243166.58,2025-10-26,45
INV001220,539042.19,2025-11-15,60
INV001221,631381.95,2025-09-01,0
INV001222,117736.79,2025-09-26,0
INV001223,285771.44,2025-09-16,0
INV001224,415733.33,2025-09-01,0
INV001225,193976.26,2025-10-11,0
INV001226,156760.15,2025-10-07,0
INV001227,218745.89,2025-10-22,15
INV001228,199986.44,2025-10-24,0
INV001229,290121.6,2025-10-17,0
INV001230,319134.89,2025-10-11,0
INV001231,235604.6,2025-10-21,15
INV001232,303668.21,2025-10-15,0
INV001233,680831.88,2025-11-07,15
INV001234,1148828.41,2025-12-20,60
INV001235,284779.98,2025-10-18,0
INV001236,273066.28,2025-11-03,15
INV001237,612705.36,2025-11-11,30
INV001238,753909.76,2025-10-07,0
INV001239,1144925.76,2025-12-03,45
INV001240,598255.27,2025-10-05,0
INV001241,480392.4,2025-10-24,0
INV001242,873272.0,2025-10-07,0
INV001243,243528.53,2025-12-01,45
INV001244,764258.63,2025-10-09,0
INV001245,763874.72,2025-11-15,30
INV001246,321578.74,2025-10-22,0
INV001247,213803.76,2026-01-10,90
INV001248,991943.22,2025-10-20,0
INV001249,785138.94,2025-10-04,0
INV001250,941319.76,2025-10-06,0
INV001251,195583.6,2025-10-22,0
INV001252,101959.71,2025-11-02,30
INV001253,191297.72,2025-10-01,0
INV001254,227113.72,2025-10-26,0
INV001255,636438.7,2025-10-21,0
INV001256,489741.19,2025-10-22,0
INV001257,587542.39,2025-10-19,0
INV001258,700294.5,2025-11-02,15
INV001259,725241.82,2025-10-29,15
INV001260,860087.44,2025-10-17,0
INV001261,403335.25,2025-11-21,30
INV001262,861031.82,2025-12-01,60
INV001263,628092.97,2025-10-08,0
INV001264,346339.08,2025-11-06,15
INV001265,294179.36,2025-10-09,0
INV001266,430926.81,2025-11-13,30
INV001267,495279.13,2025-10-26,0
INV001268,869424.8,2025-11-06,15
INV001269,210791.89,2025-10-07,0
INV001270,586014.63,2025-10-05,0
INV001271,451363.14,2025-10-20,0
INV001272,599979.6,2025-10-25,0
INV001273,624076.56,2025-11-01,15
INV001274,670152.55,2025-11-10,15
INV001275,128511.84,2025-10-19,15
INV001276,220497.34,2025-10-28,15
INV001277,1353367.56,2025-11-05,15
INV001278,1753130.2,2025-10-03,0
INV001279,1443577.13,2025-10-07,0
INV001280,668830.13,2025-10-12,0
INV001281,1410149.19,2025-10-11,0
INV001282,210277.39,2025-10-09,0
INV001283,1213747.47,2025-10-17,0
INV001284,475753.21,2025-10-26,0
INV001285,716501.06,2025-10-21,0
INV001286,736069.54,2025-11-30,45
INV001287,270649.1,2025-10-15,0
INV001288,78932.66,2025-10-06,0
INV001289,330855.23,2025-11-12,30
INV001290,361493.89,2025-10-09,0
INV001291,276841.77,2025-10-04,0
INV001292,138998.53,2025-10-24,0
INV001293,66488.51,2025-10-24,0
INV001294,83343.99,2026-01-05,90
INV001295,302862.09,2025-11-07,30
INV001296,238536.12,2025-11-19,30
INV001297,1014672.85,2025-10-26,0
INV001298,621850.99,2025-10-26,0
INV001299,972970.97,2025-10-06,0
INV001300,844270.38,2025-10-12,0
INV001301,467075.93,2025-10-21,0
INV001302,407167.61,2025-10-07,0
INV001303,844553.58,2025-10-09,0
INV001304,444056.55,2025-10-06,0
INV001305,1013162.01,2025-10-11,0
INV001306,1296205.91,2025-10-05,0
INV001307,917705.44,2025-10-25,0
INV001308,1007519.72,2025-10-15,0
INV001309,419158.07,2025-11-25,45
