Invoice_No,Date,Employee_ID,Customer_ID,Product_ID,Revenue,Margin,Discount_Pct,Invoice_Value,Month,Year,Quarter,Region,Division,Employee_Name,Designation,Performance_Tier,Customer_Name,Segment,Industry,Customer_Tier,Product_Name,Product_Division,Base_Margin_Pct,Unit_Count,Unit_Label
INV000106,2025-07-04,EMP012,CUST0115,PRD012,751450.77,137064.81,2.2,741680.73,Jul,2025,Q3,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 115,Growth,FMCG,Healthy,E-commerce Fulfillment,Logistics,18.9,20,Shipments
INV000107,2025-07-22,EMP012,CUST0076,PRD012,972475.97,179020.41,1.64,953395.67,Jul,2025,Q3,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 76,VIP,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,68,Shipments
INV000108,2025-07-16,EMP012,CUST0012,PRD009,668264.8,129600.53,2.35,680970.3,Jul,2025,Q3,South,Logistics,Rep 12,Sales Executive,Healthy,Sun Pharma,Growth,Pharma,Healthy,Warehousing,Logistics,20.1,17,Shipments
INV000109,2025-07-26,EMP013,CUST0143,PRD003,76112.07,9739.24,2.35,76281.42,Jul,2025,Q3,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 143,Growth,Healthcare,Healthy,Same-Day,Express,13.5,199,Parcels
INV000110,2025-07-06,EMP013,CUST0039,PRD003,209021.3,27661.52,0.89,218371.23,Jul,2025,Q3,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 39,Standard,E-commerce,Healthy,Same-Day,Express,13.5,1248,Parcels
INV000111,2025-07-27,EMP013,CUST0041,PRD004,484537.12,65669.89,0.82,491886.07,Jul,2025,Q3,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 41,VIP,Healthcare,Healthy,COD Services,Express,13.8,2029,Parcels
INV000112,2025-07-12,EMP013,CUST0157,PRD002,247023.77,29659.95,0.64,247878.48,Jul,2025,Q3,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 157,Standard,Auto,Healthy,International Express,Express,12.2,641,Parcels
INV000113,2025-07-15,EMP013,CUST0190,PRD004,76245.05,8342.2,9.53,74733.6,Jul,2025,Q3,East,Express,Rep 13,Sales Manager,Healthy,QuickCart Sellers,Standard,Auto,Focus,COD Services,Express,13.8,208,Parcels
INV000114,2025-07-26,EMP014,CUST0196,PRD008,363270.8,36727.64,6.3,375429.74,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,Nova FMCG Depot,Standard,Manufacturing,Focus,Project Cargo,Freight Forward,12.0,2,Shipments
INV000115,2025-07-25,EMP014,CUST0029,PRD005,949549.56,107995.31,2.09,944328.57,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,Urban Company,Growth,Manufacturing,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV000116,2025-07-06,EMP014,CUST0031,PRD008,614945.88,71473.71,1.26,601788.95,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 31,Growth,FMCG,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV000117,2025-07-24,EMP014,CUST0174,PRD007,1132485.92,279202.81,3.82,1186380.65,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 174,Standard,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV000118,2025-07-11,EMP014,CUST0066,PRD008,375559.26,40917.39,3.68,377274.66,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV000119,2025-07-27,EMP014,CUST0191,PRD005,1128569.65,106938.66,8.41,1123649.52,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,Heritage Foods DC,Risk,Auto,Focus,Air Freight,Freight Forward,12.0,2,Shipments
INV000120,2025-07-16,EMP014,CUST0051,PRD006,720297.27,97544.79,0.86,689860.1,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 51,Growth,Auto,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV000121,2025-07-26,EMP014,CUST0141,PRD005,1007888.85,119009.39,0.64,973371.01,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 141,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV000122,2025-07-24,EMP014,CUST0051,PRD008,495134.66,55609.03,2.56,516731.29,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 51,Growth,Auto,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV000123,2025-07-02,EMP014,CUST0176,PRD007,410305.94,104931.67,0.75,397796.7,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 176,VIP,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV000124,2025-07-14,EMP014,CUST0066,PRD008,910160.74,101017.03,3.0,883025.87,Jul,2025,Q3,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV000125,2025-07-11,EMP015,CUST0113,PRD012,404756.22,75451.84,0.86,393663.02,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 113,VIP,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,22,Shipments
INV000126,2025-07-11,EMP015,CUST0189,PRD012,731166.58,119101.81,8.7,707974.62,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,Eastern Cold Chain,Standard,Healthcare,Focus,E-commerce Fulfillment,Logistics,18.9,42,Shipments
INV000127,2025-07-21,EMP015,CUST0034,PRD011,655583.4,109012.3,2.24,637793.85,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 34,Growth,Textile,Healthy,Cold Chain,Logistics,17.3,22,Shipments
INV000128,2025-07-26,EMP015,CUST0130,PRD011,281256.22,47873.25,0.93,281190.06,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 130,VIP,Pharma,Healthy,Cold Chain,Logistics,17.3,9,Shipments
INV000129,2025-07-14,EMP015,CUST0006,PRD011,473274.22,75516.69,4.48,472624.91,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,Mahindra Auto Components,VIP,E-commerce,Healthy,Cold Chain,Logistics,17.3,20,Shipments
INV000130,2025-07-02,EMP015,CUST0087,PRD012,593912.01,109733.79,1.41,602084.77,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 87,Growth,Electronics,Healthy,E-commerce Fulfillment,Logistics,18.9,15,Shipments
INV000131,2025-07-20,EMP015,CUST0108,PRD012,498235.24,88057.57,4.09,497017.6,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 108,Standard,Electronics,Healthy,E-commerce Fulfillment,Logistics,18.9,19,Shipments
INV000132,2025-07-18,EMP015,CUST0011,PRD011,739644.88,123048.78,2.21,749847.29,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,Myntra Logistics,Standard,Auto,Healthy,Cold Chain,Logistics,17.3,18,Shipments
INV000133,2025-07-26,EMP015,CUST0139,PRD011,404580.88,66169.06,3.15,411533.78,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 139,VIP,FMCG,Healthy,Cold Chain,Logistics,17.3,21,Shipments
INV000134,2025-07-12,EMP015,CUST0173,PRD011,763083.97,126237.63,2.52,781136.48,Jul,2025,Q3,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 173,Growth,Electronics,Healthy,Cold Chain,Logistics,17.3,40,Shipments
INV000135,2025-07-04,EMP016,CUST0083,PRD002,122458.35,13835.11,3.01,125486.37,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 83,Growth,Auto,Healthy,International Express,Express,12.2,628,Parcels
INV000136,2025-07-08,EMP016,CUST0195,PRD002,90110.24,8079.22,10.78,86996.24,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,Galaxy Electronics,Risk,FMCG,Focus,International Express,Express,12.2,359,Parcels
INV000137,2025-07-15,EMP016,CUST0036,PRD002,374382.74,41696.3,3.54,382175.8,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 36,Growth,Auto,Healthy,International Express,Express,12.2,1077,Parcels
INV000138,2025-07-07,EMP016,CUST0136,PRD002,225483.03,26771.8,1.09,220374.24,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 136,Standard,Manufacturing,Healthy,International Express,Express,12.2,1036,Parcels
INV000139,2025-07-15,EMP016,CUST0056,PRD003,308921.25,40981.75,0.78,308338.1,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 56,Growth,Textile,Healthy,Same-Day,Express,13.5,1418,Parcels
INV000140,2025-07-08,EMP016,CUST0105,PRD003,349437.61,44770.34,2.29,360639.08,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 105,Growth,Electronics,Healthy,Same-Day,Express,13.5,1023,Parcels
INV000141,2025-07-05,EMP016,CUST0044,PRD001,221462.35,22765.28,2.07,215724.86,Jul,2025,Q3,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 44,Growth,Electronics,Healthy,Domestic Express,Express,10.9,629,Parcels
INV000142,2025-07-04,EMP017,CUST0136,PRD006,808298.2,107394.07,1.71,797731.54,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 136,Standard,Manufacturing,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV000143,2025-07-01,EMP017,CUST0098,PRD008,1469876.74,165397.61,2.49,1490895.75,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 98,VIP,Auto,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV000144,2025-07-17,EMP017,CUST0198,PRD006,1415698.71,150589.11,10.54,1456959.46,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,CarePlus Diagnostics,Risk,Electronics,Focus,Sea Freight,Freight Forward,13.8,1,Shipments
INV000145,2025-07-14,EMP017,CUST0137,PRD005,238532.6,26900.18,2.41,238396.98,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 137,Growth,Textile,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV000146,2025-07-15,EMP017,CUST0074,PRD008,1344088.2,157521.92,0.93,1307149.66,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 74,Standard,Textile,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV000147,2025-07-05,EMP017,CUST0013,PRD008,1557184.76,168214.97,3.99,1617899.24,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,Cipla Healthcare,Standard,Manufacturing,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV000148,2025-07-08,EMP017,CUST0057,PRD007,1033875.95,253541.88,4.26,1017813.75,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 57,Growth,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV000149,2025-07-17,EMP017,CUST0111,PRD006,445949.56,59827.6,1.28,426236.15,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 111,Standard,Auto,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV000150,2025-07-23,EMP017,CUST0171,PRD005,1134934.87,131875.97,1.27,1098101.95,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 171,Growth,FMCG,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV000151,2025-07-27,EMP017,CUST0177,PRD006,1447358.85,195131.96,1.06,1473079.66,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 177,Standard,Textile,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV000152,2025-07-08,EMP017,CUST0147,PRD008,1516366.15,174874.66,1.56,1505745.06,Jul,2025,Q3,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 147,Growth,Textile,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV000153,2025-07-21,EMP018,CUST0078,PRD011,466228.05,75285.81,3.84,452850.8,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 78,Growth,Pharma,Healthy,Cold Chain,Logistics,17.3,10,Shipments
INV000154,2025-07-25,EMP018,CUST0103,PRD011,983694.48,168247.43,0.65,954970.41,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 103,VIP,Healthcare,Healthy,Cold Chain,Logistics,17.3,33,Shipments
INV000155,2025-07-03,EMP018,CUST0094,PRD012,480444.3,85776.16,3.49,474272.67,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 94,VIP,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,15,Shipments
INV000156,2025-07-15,EMP018,CUST0032,PRD009,492893.66,95496.67,2.42,510727.27,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 32,VIP,Healthcare,Healthy,Warehousing,Logistics,20.1,13,Shipments
INV000157,2025-07-27,EMP018,CUST0116,PRD009,494401.84,96240.13,2.11,515332.19,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 116,Growth,Healthcare,Healthy,Warehousing,Logistics,20.1,34,Shipments
INV000158,2025-07-04,EMP018,CUST0179,PRD011,782421.82,133267.21,0.89,779936.17,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 179,Growth,Electronics,Healthy,Cold Chain,Logistics,17.3,23,Shipments
INV000159,2025-07-13,EMP018,CUST0037,PRD010,391528.93,73195.27,3.68,407487.84,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 37,Standard,Healthcare,Healthy,Last-Mile,Logistics,19.8,11,Shipments
INV000160,2025-07-01,EMP018,CUST0115,PRD010,378675.2,73252.17,1.52,364855.0,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 115,Growth,FMCG,Healthy,Last-Mile,Logistics,19.8,8,Shipments
INV000161,2025-07-07,EMP018,CUST0170,PRD012,859818.2,157097.09,2.1,819846.69,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 170,Growth,Manufacturing,Healthy,E-commerce Fulfillment,Logistics,18.9,21,Shipments
INV000162,2025-07-17,EMP018,CUST0142,PRD011,806231.31,136227.93,1.34,839883.05,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 142,VIP,Textile,Healthy,Cold Chain,Logistics,17.3,28,Shipments
INV000163,2025-07-07,EMP018,CUST0154,PRD009,190769.66,36072.81,3.97,187064.92,Jul,2025,Q3,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 154,Standard,FMCG,Healthy,Warehousing,Logistics,20.1,4,Shipments
INV000164,2025-07-22,EMP019,CUST0112,PRD001,511506.0,50516.07,3.41,508499.51,Jul,2025,Q3,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 112,Growth,FMCG,Healthy,Domestic Express,Express,10.9,1308,Parcels
INV000165,2025-07-17,EMP019,CUST0034,PRD003,419108.35,51824.39,3.78,429558.93,Jul,2025,Q3,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 34,Growth,Textile,Healthy,Same-Day,Express,13.5,1494,Parcels
INV000166,2025-07-07,EMP019,CUST0052,PRD004,303744.66,39619.44,2.52,306254.94,Jul,2025,Q3,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 52,Standard,Manufacturing,Healthy,COD Services,Express,13.8,1134,Parcels
INV000167,2025-07-08,EMP019,CUST0150,PRD004,499412.54,66691.2,1.49,511224.81,Jul,2025,Q3,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 150,Standard,E-commerce,Healthy,COD Services,Express,13.8,1906,Parcels
INV000168,2025-07-05,EMP020,CUST0061,PRD008,1289925.1,141682.75,3.39,1343825.9,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 61,Standard,FMCG,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV000169,2025-07-18,EMP020,CUST0178,PRD006,730348.55,91045.58,4.45,700682.36,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 178,Growth,Electronics,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV000170,2025-07-17,EMP020,CUST0111,PRD008,512032.13,55835.3,3.65,506030.25,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 111,Standard,Auto,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV000171,2025-07-09,EMP020,CUST0200,PRD008,1070974.3,103827.91,7.68,1082365.49,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,Apex Industrial Tools,Standard,Textile,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV000172,2025-07-09,EMP020,CUST0169,PRD008,213556.14,24742.21,1.38,218081.78,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 169,Standard,Textile,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV000173,2025-07-02,EMP020,CUST0102,PRD006,585874.42,73889.78,3.96,558390.63,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 102,Standard,Electronics,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV000174,2025-07-15,EMP020,CUST0075,PRD008,243943.95,26712.72,3.5,238031.06,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 75,Growth,Electronics,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV000175,2025-07-24,EMP020,CUST0156,PRD007,433703.57,108479.88,2.63,445815.61,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 156,Standard,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV000176,2025-07-03,EMP020,CUST0144,PRD005,216696.46,23186.04,4.33,221247.44,Jul,2025,Q3,Central,Freight Forward,Rep 20,Sales Executive,Healthy,India B2B Account 144,Standard,FMCG,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV000177,2025-07-01,EMP021,CUST0019,PRD010,543183.86,102561.12,3.06,526971.72,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,D-Mart Supply Chain,Growth,E-commerce,Healthy,Last-Mile,Logistics,19.8,12,Shipments
INV000178,2025-07-10,EMP021,CUST0160,PRD009,655184.28,129600.47,1.06,686131.66,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,India B2B Account 160,Growth,E-commerce,Healthy,Warehousing,Logistics,20.1,14,Shipments
INV000179,2025-07-04,EMP021,CUST0194,PRD012,441342.39,74349.86,6.85,428621.67,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,Bharat Textiles,Risk,FMCG,Focus,E-commerce Fulfillment,Logistics,18.9,18,Shipments
INV000180,2025-07-02,EMP021,CUST0017,PRD010,1011995.25,197957.71,0.8,974808.69,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,Nestle India,Standard,E-commerce,Healthy,Last-Mile,Logistics,19.8,30,Shipments
INV000181,2025-07-09,EMP021,CUST0133,PRD011,825087.17,135255.76,3.02,856619.95,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,India B2B Account 133,Growth,Healthcare,Healthy,Cold Chain,Logistics,17.3,43,Shipments
INV000182,2025-07-20,EMP021,CUST0115,PRD012,541327.42,99250.88,1.88,539576.36,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,India B2B Account 115,Growth,FMCG,Healthy,E-commerce Fulfillment,Logistics,18.9,27,Shipments
INV000183,2025-07-22,EMP021,CUST0076,PRD012,379337.04,70426.82,1.11,369715.25,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,India B2B Account 76,VIP,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,8,Shipments
INV000184,2025-07-19,EMP021,CUST0152,PRD012,896232.16,167207.4,0.81,919984.5,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,India B2B Account 152,Standard,Auto,Healthy,E-commerce Fulfillment,Logistics,18.9,54,Shipments
INV000185,2025-07-27,EMP021,CUST0136,PRD009,750884.99,141603.72,4.14,735493.29,Jul,2025,Q3,North,Logistics,Rep 21,Sales Executive,Healthy,India B2B Account 136,Standard,Manufacturing,Healthy,Warehousing,Logistics,20.1,23,Shipments
INV000186,2025-07-09,EMP022,CUST0052,PRD003,312029.9,39321.21,2.99,300643.31,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,India B2B Account 52,Standard,Manufacturing,Healthy,Same-Day,Express,13.5,1212,Parcels
INV000187,2025-07-19,EMP022,CUST0125,PRD003,87230.66,11177.56,2.29,86437.17,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,India B2B Account 125,VIP,FMCG,Healthy,Same-Day,Express,13.5,284,Parcels
INV000188,2025-07-23,EMP022,CUST0180,PRD001,241029.78,23761.95,3.47,234692.2,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,India B2B Account 180,Growth,Healthcare,Healthy,Domestic Express,Express,10.9,744,Parcels
INV000189,2025-07-21,EMP022,CUST0150,PRD001,254273.55,25811.22,2.5,257317.69,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,India B2B Account 150,Standard,E-commerce,Healthy,Domestic Express,Express,10.9,764,Parcels
INV000190,2025-07-04,EMP022,CUST0199,PRD002,277791.01,26381.83,9.01,284388.97,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,Urban Fresh Supply,Standard,Healthcare,Focus,International Express,Express,12.2,1328,Parcels
INV000191,2025-07-14,EMP022,CUST0013,PRD003,442545.93,56459.09,2.47,441143.97,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,Cipla Healthcare,Standard,Manufacturing,Healthy,Same-Day,Express,13.5,1570,Parcels
INV000192,2025-07-16,EMP022,CUST0191,PRD002,132006.45,13299.16,7.08,126662.66,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,Heritage Foods DC,Risk,Auto,Focus,International Express,Express,12.2,441,Parcels
INV000193,2025-07-21,EMP022,CUST0001,PRD002,363645.76,43679.02,0.63,366190.66,Jul,2025,Q3,South,Express,Rep 22,Sales Executive,Healthy,Flipkart Marketplace,Growth,Pharma,Healthy,International Express,Express,12.2,1177,Parcels
INV000194,2025-07-17,EMP023,CUST0028,PRD006,719513.05,92674.19,3.07,713199.94,Jul,2025,Q3,East,Freight Forward,Rep 23,Sales Executive,Healthy,BigBasket Fulfillment,Standard,FMCG,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV000195,2025-07-14,EMP023,CUST0028,PRD005,1574839.75,177165.51,2.5,1615170.31,Jul,2025,Q3,East,Freight Forward,Rep 23,Sales Executive,Healthy,BigBasket Fulfillment,Standard,FMCG,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV000196,2025-07-07,EMP023,CUST0197,PRD008,661444.83,64982.66,7.25,645760.07,Jul,2025,Q3,East,Freight Forward,Rep 23,Sales Executive,Healthy,Zenith Export House,Standard,Textile,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV000197,2025-07-20,EMP023,CUST0136,PRD008,1699527.68,190650.84,2.61,1723155.75,Jul,2025,Q3,East,Freight Forward,Rep 23,Sales Executive,Healthy,India B2B Account 136,Standard,Manufacturing,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
